,Estado,Celular,Televisão por assinatura,Acesso a internet no próprio domicílio,Acesso a internet por 3g ou 4g,Acesso por banda larga,Renda
101122,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101133,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101134,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101135,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101145,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101152,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101161,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101170,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101172,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101203,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101209,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101211,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101212,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101217,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101222,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101223,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101224,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101225,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101226,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101227,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101230,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101234,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101235,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101237,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101247,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101273,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101275,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101283,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101298,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101301,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101302,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101333,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101338,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101339,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101348,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101352,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101356,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101361,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101364,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101370,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101379,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101384,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101386,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101476,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101477,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101514,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101569,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101602,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101645,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101665,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101708,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101714,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101718,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101719,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101724,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101741,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101742,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101753,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101758,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101762,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101763,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101764,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
101774,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101775,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101782,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101783,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101786,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101828,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101829,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101850,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101852,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101853,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101862,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
101869,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
101873,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102057,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102119,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102139,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102142,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102165,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102260,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102261,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102270,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102298,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102302,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102303,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102308,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102309,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102310,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102317,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102320,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102322,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102384,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102388,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102389,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102412,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102413,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102416,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102417,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102419,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102422,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102425,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102428,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102429,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102431,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102437,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102448,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102456,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102461,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102470,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102472,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102473,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102482,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102503,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102506,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102507,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102508,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102512,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102513,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102531,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102538,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102539,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102540,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102543,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102547,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102549,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102552,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102557,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102558,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102561,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102594,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102612,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102617,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102619,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102622,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102624,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102625,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102668,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102697,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102706,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102713,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102714,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102715,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102717,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102719,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102721,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102722,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102723,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102724,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102725,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102745,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102746,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102748,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102749,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102750,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102753,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102754,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102755,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102757,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102758,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102759,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102760,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102761,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102762,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102763,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102764,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102765,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102767,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102768,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102769,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102770,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102771,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102772,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102774,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102775,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102776,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102785,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102789,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102801,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102802,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102807,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102809,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102817,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102828,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102839,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102852,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102867,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102870,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102871,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102874,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102877,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102878,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102879,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102881,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102882,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102883,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102896,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102898,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102901,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102925,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102927,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
102929,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102930,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102942,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102944,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102956,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102970,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102980,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102981,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102984,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
102988,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
102995,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103015,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103017,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103028,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103038,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103068,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103070,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103097,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103098,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103107,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103108,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103125,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103133,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103136,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103139,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103145,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103146,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103163,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103166,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103167,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103169,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103186,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103189,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103193,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103195,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103196,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103198,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103199,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103200,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103201,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103205,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103206,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103207,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103222,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103227,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103228,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103229,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103232,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103236,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103285,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103332,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103388,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103393,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103460,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103463,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103475,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103476,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103486,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103489,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103492,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103493,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103496,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103499,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103502,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103503,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103505,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103506,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103524,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103537,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103541,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103544,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103545,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103546,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103548,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103549,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103551,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103555,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103560,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103561,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103563,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103568,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103570,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103572,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103575,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103577,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103585,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103587,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103590,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103594,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103595,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103596,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103597,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103600,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103609,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103618,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103619,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103640,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103645,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103650,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103652,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103687,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103692,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103837,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103839,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
103842,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103845,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103846,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103847,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103848,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103850,São Paulo,Sim,Sim,Sim,Sim,Sim,Acima de 20000 reais
103856,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103857,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103858,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103862,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reaids
103864,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
103867,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
